quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments,dead,no_tag,no_tag_reason,tag_no,tag_no_new,tag_prefix,tag_id_new,date_dist,trap_dist,FE_startdate,FE_datediff,date_dist_no,tag_prefix_new,FEtag_change,new_tag,n,tag_group,tag_no_prefix,tag_id_change
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,140,140,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,140,160,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,140,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; MISSING TRAP,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,140,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,140,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,140,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,60,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; CLOSED TRAP; TRIPPED?,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y; FRESH POOP, NO OATS",NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,120,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; BAIT EATEN? POOP INSIDE,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,240,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; FLUFF PULLED OUT,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,160,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,180,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,180,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,180,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,180,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,180,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,180,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,180,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina, Jordan, Savannah",2015-02-15,2,180,220,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1371,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Tina Cheng, & Bilad Bahtti",2015-02-16,3,180,60,NA,NA,y,y,NA,Peromyscus,californicus,NA,NA,NA,NA,NA,M,NA,135,NA,25,21,NA,NA,NA,NA,NA,NA,Y,NA,NA,Y; NOT RE-TAGGED B/C HE HAD 2 RIPPED EARS,NA,NA,torn ear,NA,NA,NA,NA,1,160,2018-11-17,-1370,0,NA,NA,n,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,240,NA,NA,y,n,NA,Peromyscus,truei,NA,NA,NA,NA,NA,F,NA,85,NA,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; TOO SMALL,NA,NA,juvenile - too small,NA,NA,NA,NA,0,205.91260281974002,2018-11-17,-1370,0,NA,NA,n,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,40,140,NA,NA,y,n,NA,Peromyscus,NA,NA,NA,NA,NA,NA,F,NA,78,NA,15,12,1,Y,NA,NA,NA,NA,NA,NA,NA,Y; TOO SMALL TO TAG; PHOTO 8737,NA,NA,juvenile - too small,NA,NA,NA,NA,0,107.70329614269008,2018-11-17,-1370,0,NA,NA,n,NA,1,0,NA
winter,2015,2015-A,"Tina Cheng, & Bilad Bahtti",2015-02-16,3,180,220,y,NA,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,161.24515496597098,2018-11-17,-1370,0,NA,NA,n,NA,1,0,NA
winter,2015,2015-A,Tina & Bilad,2015-02-16,3,160,20,NA,NA,y,NA,NA,Sorex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD SHREW,NA,NA,NA,NA,NA,NA,NA,0,200.9975124224178,2018-11-17,-1370,0,NA,NA,n,NA,1,0,NA
winter,2015,2015-A,"Tina Cheng, & Bilad Bahtti",2015-02-16,3,180,160,NA,NA,y,NA,NA,Sorex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD SHREW,NA,NA,NA,NA,NA,NA,NA,0,141.4213562373095,2018-11-17,-1370,0,NA,NA,n,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,20,100,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,170.88007490635061,2018-11-17,-1370,1,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,20,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,20,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,20,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,20,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,20,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,20,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,40,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,200.9975124224178,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,40,100,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,40,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,40,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,40,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,40,220,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,40,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,40,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260.76809620810593,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,140,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,"Maycee Hush, Duncan (volunteer)",2015-02-16,3,60,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220.90722034374522,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,60,y,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,80,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; LARGE POOP INSIDE (WOOD RAT?),NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,100,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,100,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,100,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,100,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,100,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,100,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,100,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
winter,2015,2015-A,Savannah & Justine,2015-02-16,3,100,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-1370,0,NA,NA,NA,NA,1,0,NA
