quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments,dead,no_tag,no_tag_reason,tag_no,tag_no_new,tag_prefix,tag_id_new,date_dist,trap_dist,FE_startdate,FE_datediff,date_dist_no,tag_prefix_new,FEtag_change,new_tag,n,tag_group,tag_no_prefix,tag_id_change
spring,2009,2009-B,NA,2009-04-29,1,140,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,140,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,140,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,140,280,NA,NA,n,y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,160,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,220.90722034374522,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,160,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,160,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,160,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,160,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,160,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,160,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,181.10770276274835,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-29,1,180,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3489,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,20,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,256.12496949731394,2018-11-17,-3488,1,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,20,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,80,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,20,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,20,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,20,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,40,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260.76809620810593,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,40,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,40,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,40,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,40,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,40,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,40,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,40,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,60,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,60,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,60,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,60,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,60,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,60,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,60,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,60,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,60,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,260.76809620810593,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,80,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,100,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,100,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,100,100,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,100,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,100,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,100,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,100,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,100,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,20,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,200.9975124224178,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,60,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,120,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,160,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,200,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,240,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,120,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,140,40,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,240.8318915758459,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,140,80,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,140,140,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,140,180,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,140,220,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,140,260,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
spring,2009,2009-B,NA,2009-04-30,2,140,280,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,20,2018-11-17,-3488,0,NA,NA,NA,NA,1,0,NA
