quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id_old,tag_id,genus,species,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments
fall,2010,2010-D,Graham,11/5/10,2,140,160,NA,NA,Y,Y,33,33,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,NA,2/3/11,1,180,160,NA,NA,Y,Y,33,33,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2011,2011-A,"Y Wang, & B Lehman",2/4/11,1,160,200,NA,NA,Y,Y,33,33,Peromyscus,californicus,55,10,45,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,5/5/11,2,120,120,NA,NA,Y,Y,33,33,Peromyscus,californicus,85,32,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,80,80,NA,NA,Y,N,34,34,Peromyscus,truei,22,NA,NA,NA,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/6/11,1,80,80,NA,NA,Y,N,34,34,Peromyscus,truei,22,NA,NA,NA,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Graham,11/5/10,2,180,40,NA,NA,Y,N,35,35,Peromyscus,truei,31,9,22,NA,NA,M,NA,105,NA,24,17,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2010,2010-D,"Tracy, Vicky, Lauren",11/6/10,3,180,120,NA,NA,Y,Y,35,35,Peromyscus,truei,30,9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,NA,11/7/10,1,180,120,NA,NA,Y,Y,35,35,Peromyscus,boylii,30,NA,30,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y. Wang, I Caddick, N. Toavney",2/2/11,2,180,100,NA,NA,Y,NA,35,35,Peromyscus,truei,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y; TORPOR, TRIED TO WARM LEFT AT 20-80"
summer,2012,2012-C,J. Smith,9/7/12,2,180,60,NA,NA,Y,N,35,35,Peromyscus,californicus,35,NA,NA,NA,NA,F,NA,115,NA,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",9/8/12,3,180,40,NA,NA,Y,N,35,35,Peromyscus,truei,14,NA,NA,NA,NA,F,NA,90,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,140,60,NA,NA,Y,N,36,36,Peromyscus,truei,27,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,120,60,NA,NA,Y,N,36,36,Peromyscus,truei,27,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,5/5/11,2,40,60,NA,NA,Y,Y,36,1336,NA,NA,62,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; NO TRAP
spring,2011,2011-B,Yiwe & Nick T.,5/6/11,1,120,60,NA,NA,N,N,36,36,Peromyscus,truei,27,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/6/11,1,140,60,NA,NA,Y,N,36,36,Peromyscus,truei,27,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,5/28/12,1,160,40,NA,NA,Y,Y,36,36,Peromyscus,truei,30,NA,NA,NA,NA,F,NA,90,NA,21,15,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA
spring,2012,2012-B,Chris & Quin,5/29/12,2,160,60,NA,NA,Y,Y,36,36,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Sam,5/30/12,3,180,40,NA,NA,Y,Y,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",9/6/12,1,180,60,NA,NA,Y,Y,36,36,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,J. Smith,9/7/12,2,180,40,NA,NA,Y,Y,36,36,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",9/8/12,3,180,60,NA,NA,Y,Y,36,36,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica R. & Justine,11/10/12,1,180,40,NA,NA,Y,Y,36,36,Peromyscus,truei,33,NA,NA,NA,NA,F,NA,100,NA,25,20,1,Y,NA,NA,NA,NA,NA,NA,NA,Y; TICK ABOVE EYE
fall,2012,2012-D,"Matt, Jessica, Denn",11/11/12,2,140,40,NA,NA,Y,Y,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica & Matt,11/12/12,3,160,40,NA,NA,Y,Y,36,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Y,NA,NA,NA,NA,NA,NA,NA,Y; TICK ABOVE THE EYE
spring,2012,2012-B,Chris & Quin,5/28/12,1,180,280,NA,NA,Y,N,37,37,Peromyscus,truei,25,NA,NA,NA,NA,M,NA,90,NA,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",9/6/12,1,160,280,NA,NA,Y,Y,37,37,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,J. Smith,9/7/12,2,180,280,NA,NA,Y,Y,37,37,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",9/8/12,3,180,280,NA,NA,Y,Y,37,37,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Kathlyn Franco,11/4/10,1,40,140,NA,NA,Y,N,39,1039,Peromyscus,truei,34,10,24,NA,NA,M,NA,103,NA,24,18,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2010,2010-D,Grham Reelwan,11/5/10,2,40,160,NA,NA,Y,Y,39,1039,Peromyscus,truei,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,NA,2/3/11,1,140,140,NA,NA,Y,Y,39,1039,Peromyscus,boylii,28,NA,28,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
spring,2012,2012-B,Chris & Sam,5/30/12,3,180,280,NA,NA,Y,Y,39,39,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,3/5/12,1,180,220,NA,NA,Y,Y,40,40,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2012,2012-A,NA,3/8/12,3,160,220,NA,NA,Y,N,40,40,NA,NA,20,NA,NA,NA,NA,M,NA,85,NA,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,5/28/12,1,180,260,NA,NA,Y,Y,40,40,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,5/29/12,2,180,240,NA,NA,Y,Y,40,40,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Sam,5/30/12,3,160,160,NA,NA,Y,Y,40,40,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",9/6/12,1,40,280,NA,NA,Y,Y,40,40,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",9/6/12,1,160,160,NA,NA,Y,Y,40,40,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica R. & Justine,11/10/12,1,180,120,NA,NA,Y,Y,40,40,Peromyscus,truei,28,NA,NA,NA,NA,M,NA,95,NA,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica & Matt,11/12/12,3,160,120,NA,NA,Y,Y,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,40,20,NA,NA,Y,N,41,1041,Peromyscus,truei,21.5,8,13.5,juvenile,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,5/5/11,2,40,20,NA,NA,Y,Y,41,1041,NA,NA,56,32,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/6/11,1,40,20,NA,NA,Y,N,41,1041,Peromyscus,truei,21.5,8,13.5,NA,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Courtney,8/9/13,1,80,260,NA,NA,Y,Y,41,41,Peromyscus,truei,33,10,23,NA,NA,F,NA,104,NA,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Kathlyn Franco,11/4/10,1,120,20,NA,NA,Y,N,42,42,Peromyscus,truei,24,NA,NA,NA,NA,F,NA,101,NA,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Yiwe & Brendon,11/6/10,3,60,20,NA,NA,Y,N,43,43,Peromyscus,truei,29,9,20,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2010,2010-D,NA,11/7/10,1,60,20,NA,NA,Y,N,43,43,Peromyscus,boylii,29,NA,29,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,100,20,NA,NA,Y,Y,43,43,Peromyscus,truei,26,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Leiyhton,5/5/11,2,100,20,NA,NA,Y,Y,43,43,Peromyscus,truei,37,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; BLACK <1/2
spring,2011,2011-B,Yiwe & Nick T.,5/6/11,1,100,20,NA,NA,Y,Y,43,43,Peromyscus,truei,26,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,120,220,NA,NA,Y,N,44,44,Peromyscus,californicus,19.5,NA,NA,NA,NA,M,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Leiyhton,5/5/11,2,180,200,NA,NA,Y,Y,44,44,Peromyscus,truei,29,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/6/11,1,120,220,NA,NA,Y,N,44,44,Peromyscus,californicus,19.5,NA,NA,NA,NA,M,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,3/8/12,3,160,20,NA,NA,Y,N,44,44,NA,NA,25,NA,NA,NA,NA,M,NA,105,NA,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/4/11,3,140,240,NA,NA,Y,N,45,1045,Peromyscus,truei,25,NA,NA,NA,NA,F,NA,NA,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,5/6/11,1,140,240,NA,NA,Y,N,45,1045,Peromyscus,truei,25,NA,NA,NA,NA,F,NA,NA,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,NA,9/8/12,3,60,20,NA,NA,Y,Y,45,45,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",11/10/12,1,40,20,NA,NA,Y,Y,45,45,Peromyscus,californicus,71,30,41,NA,NA,F,NA,105,NA,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; TAIL STUB/ PARTLY MISSING
fall,2010,2010-D,Graham,11/5/10,2,160,80,NA,NA,Y,N,46,1046,Peromyscus,truei,38,8,30,NA,NA,M,NA,98,NA,23,17,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2013,2013-D,"Rosa, Whitney, Sam",11/16/13,1,20,20,NA,NA,Y,N,46,46,Peromyscus,boylii,29,NA,29,adult,NA,F,NA,94,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doesn’t look like PeBo, PeCa, or PeMa"
summer,2010,2010-C,NA,8/2/10,3,60,280,NA,NA,Y,N,47,1047,Peromyscus,boylii,30,NA,30,adult,lactating,F,NA,115,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lactating
spring,2012,2012-B,Chris & Quin,5/29/12,2,180,20,NA,NA,Y,N,47,47,Peromyscus,californicus,47,NA,NA,NA,NA,F,NA,130,NA,26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2009,2009-B,NA,4/29/09,1,180,20,NA,NA,Y,N,49,49,Peromyscus,californicus,NA,NA,44,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,Recapture from March
summer,2009,2009-C,NA,7/29/09,1,180,40,NA,NA,Y,Y,49,49,Peromyscus,californicus,NA,NA,45,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,7/31/09,3,180,20,NA,NA,Y,Y,49,49,Peromyscus,californicus,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,"Yiwei, Kiri, Dana, Yasaman",10/27/09,1,180,40,NA,NA,Y,Y,49,49,Peromyscus,californicus,NA,NA,42,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
winter,2010,2010-A,NA,1/28/10,1,180,40,NA,NA,Y,Y,49,49,Peromyscus,californicus,51,NA,51,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,3/5/12,1,140,280,NA,NA,Y,N,50,1050,Peromyscus,boylii,20,NA,20,juvenile,NA,F,NA,85,NA,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,young; MISSING DATA SHEET
winter,2012,2012-A,Chris,3/7/12,2,140,280,NA,NA,Y,Y,50,1050,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,3/8/12,3,140,280,NA,NA,Y,Y,50,1050,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Sam,5/30/12,3,180,160,NA,NA,Y,Y,50,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Jordan, Paulina, & Annette",5/17/15,2,20,20,NA,NA,Y,Y,50,50,Peromyscus,truei,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2009,2009-B,NA,4/29/09,1,120,80,NA,NA,Y,N,1051,51,Peromyscus,californicus,NA,NA,35,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,recapture from March
spring,2009,2009-B,NA,4/30/09,2,120,80,NA,NA,Y,Y,1051,51,Peromyscus,californicus,NA,NA,35,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,7/29/09,1,40,120,NA,NA,Y,Y,1051,51,Peromyscus,californicus,NA,NA,41,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,7/30/09,2,120,80,NA,NA,Y,Y,1051,51,Peromyscus,californicus,NA,NA,42,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,7/31/09,3,20,140,NA,NA,Y,Y,1051,51,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,"Leighton, Gage, Dana, Kiri",10/27/09,1,60,100,NA,NA,Y,Y,1051,51,Peromyscus,californicus,NA,NA,45,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,Leighton,10/28/09,2,60,100,NA,NA,Y,Y,1051,51,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,"Kiri, Yiwei, Gage",10/29/09,3,40,120,NA,NA,Y,Y,1051,51,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
winter,2010,2010-A,NA,1/28/10,1,120,80,NA,NA,Y,Y,51,51,Peromyscus,californicus,43,NA,43,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,"TL, GR, KA, & LR",4/30/10,2,60,100,NA,NA,Y,Y,51,51,Peromyscus,truei,41.3,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,NA,7/31/10,1,80,80,NA,NA,Y,Y,51,51,Peromyscus,californicus,45,NA,45,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,NA,8/2/10,3,20,100,NA,NA,Y,Y,51,51,Peromyscus,californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No ticks
fall,2010,2010-D,"Michale, Leighton, Rachel, Sabrina",11/4/10,1,20,60,NA,NA,Y,Y,51,51,Peromyscus,californicus,51,NA,NA,NA,NA,M,NA,115,NA,25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2011,2011-D,Rachel B & Yiwei W.,11/7/11,1,60,40,NA,NA,Y,N,51,51,Peromyscus,californicus,50,NA,NA,NA,NA,F,NA,125,NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2011,2011-D,NA,11/9/11,3,120,100,NA,NA,Y,N,52,52,Peromyscus,truei,45,NA,NA,NA,NA,M,NA,123,NA,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",9/6/12,1,20,140,NA,NA,Y,Y,52,52,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",9/8/12,3,40,120,NA,NA,Y,Y,52,52,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Jordan, Paulina, & Annette",5/17/15,2,20,120,NA,NA,Y,N,52,52,Peromyscus,truei,26,NA,NA,NA,NA,F,NA,111,NA,22,21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"J.S, & N.N",11/10/15,3,20,140,NA,NA,Y,Y,52,52,Peromyscus,truei,40,10,30,adult,lactating,F,NA,110,NA,22,18,0,N,0,0,N,N,NA,NA,NA,NA
fall,2011,2011-D,NA,11/9/11,3,60,260,NA,NA,Y,N,53,1053,Peromyscus,californicus,49,NA,NA,NA,NA,F,NA,130,NA,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,5/28/12,1,180,40,NA,NA,Y,N,53,1053,Peromyscus,californicus,30,NA,NA,NA,NA,M,NA,110,NA,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Jordan, Paulina, & Annette",5/17/15,2,60,100,NA,NA,Y,N,53,53,Peromyscus,californicus,34,NA,NA,NA,NA,F,NA,195,NA,23,22,2,Y,NA,NA,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,NA,7/31/10,1,140,260,NA,NA,Y,N,54,54,Peromyscus,californicus,42,NA,42,adult,NA,M,NA,130,NA,26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown Poop
winter,2011,2011-A,Kathyln Franco,2/4/11,1,100,280,NA,NA,Y,Y,54,54,Peromyscus,californicus,84,32,52,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,3/5/12,1,80,280,NA,NA,Y,N,54,54,Peromyscus,californicus,35,NA,35,adult,NA,M,NA,110,NA,20,20,NA,NA,NA,NA,NA,NA,Y,NA,NA,"tag previously torn from right ear, MISSING DATA SHEET"
winter,2012,2012-A,NA,3/6/12,1,80,280,NA,NA,Y,Y,54,54,Peromyscus,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,Sam,3/7/12,2,60,260,NA,NA,Y,Y,54,54,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,NA,8/1/10,2,100,260,NA,NA,Y,N,55,1055,Peromyscus,boylii,30.5,NA,30.5,adult,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,NA,8/2/10,3,80,260,NA,NA,Y,Y,55,1055,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,5/29/12,2,180,40,NA,NA,Y,Y,55,55,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",9/6/12,1,180,80,NA,NA,Y,Y,55,55,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/9/13,1,160,40,NA,NA,Y,Y,55,55,Peromyscus,boylii,29,NA,29,adult,NA,M,NA,110,NA,23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2013,2013-A,NA,2/11/13,3,160,40,NA,NA,Y,Y,55,55,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Graham & Lauren,11/4/10,1,140,20,NA,NA,Y,N,56,56,Peromyscus,truei,23,NA,NA,NA,NA,M,NA,112,NA,28,23,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2010,2010-D,Graham & Lauren,11/4/10,1,160,120,NA,NA,Y,N,57,57,Peromyscus,truei,28,NA,NA,NA,NA,F,NA,102,NA,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Eli & Brendon,11/6/10,3,140,100,NA,NA,Y,Y,57,57,Peromyscus,truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,NA,11/7/10,1,140,100,NA,NA,Y,Y,57,57,Peromyscus,boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,NA,2/3/11,1,140,120,NA,NA,Y,Y,57,57,Peromyscus,boylii,30,NA,30,adult,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
spring,2011,2011-B,Leiyhton,5/5/11,2,140,120,NA,NA,Y,Y,57,57,Peromyscus,truei,36,9,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
