quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,species_together,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,20,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,20,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,20,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,20,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,20,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,20,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,20,240,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,20,260,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,20,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,60,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; SHREW DEAD :(
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,80,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,100,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,240,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Tina Cheng, Sam, Jasmine",2017-04-14,1,40,260,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,NA,2017-04-14,1,60,20,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,NA,2017-04-14,1,60,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,NA,2017-04-14,1,60,80,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,NA,2017-04-14,1,60,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,NA,2017-04-14,1,60,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,NA,2017-04-14,1,60,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,NA,2017-04-14,1,60,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Tina Cheng,2017-04-14,1,60,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Tina Cheng,2017-04-14,1,60,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Tina Cheng,2017-04-14,1,60,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Megan Pasternak & Isabelle Panza,2017-04-14,1,80,20,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Megan Pasternak & Isabelle Panza,2017-04-14,1,80,60,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Megan Pasternak & Isabelle Panza,2017-04-14,1,80,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Megan Pasternak & Isabelle Panza,2017-04-14,1,80,140,NA,NA,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; SHREW
spring,2017,2017-B,Megan Pasternak & Isabelle Panza,2017-04-14,1,80,200,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD SHREW
spring,2017,2017-B,Megan Pasternak & Isabelle Panza,2017-04-14,1,80,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Megan Pasternak, Isabelle Panza, & Jazzmin Izas",2017-04-14,1,100,40,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Megan Pasternak, Isabelle Panza, & Jazzmin Izas",2017-04-14,1,100,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Megan Pasternak, Isabelle Panza, & Jazzmin Izas",2017-04-14,1,100,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Megan Pasternak, Isabelle Panza, & Jazzmin Izas",2017-04-14,1,100,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Megan Pasternak, Isabelle Panza, & Jazzmin Izas",2017-04-14,1,100,240,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD SHREW :(
spring,2017,2017-B,"Megan Pasternak, Isabelle Panza, & Jazzmin Izas",2017-04-14,1,120,40,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,"Megan Pasternak, Isabelle Panza, & Jazzmin Izas",2017-04-14,1,120,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; NO FLAG OR LABLE
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,120,120,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,120,140,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,120,160,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,120,180,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,120,200,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,120,240,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,120,260,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,140,40,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,140,60,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; FLAG/TAG MISSING
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,140,80,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,140,200,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,140,220,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,140,240,NA,NA,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; SHREW; ANIMAL DIED
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,140,260,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,140,280,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; WRONG DOOR SET
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,160,60,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,160,140,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,160,180,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,160,200,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,160,220,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,160,240,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,160,260,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,160,280,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,180,60,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,180,80,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,180,120,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,180,140,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,180,180,NA,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,180,200,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,180,260,NA,NA,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,Y,4,0,NA,NA,NA,NA,NA,Y; DIED NOT ENOUGH COTTON
spring,2017,2017-B,Chris Law & Colby,2017-04-14,1,180,280,Y,NA,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,100,280,NA,NA,Y,NA,NA,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,100,140,NA,NA,Y,NA,NA,Sorex,NA,Sorex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD SHREW
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,120,220,NA,NA,Y,NA,NA,Sorex,NA,Sorex,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; SHREW; DEAD & COLLECTED
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,20,40,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,20,80,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,20,100,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,20,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,20,160,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,20,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,20,260,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; FLUFF OUTSIDE; TRAP UPSIDE DOWN
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,40,100,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,40,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,40,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,40,180,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,40,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,40,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,40,240,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,40,260,NA,NA,Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; DEAD SHREW
spring,2017,2017-B,Jessica Elgersma & Ilona Wilde,2017-04-15,2,40,280,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,20,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,60,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,80,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,100,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,140,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,160,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,180,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,200,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,220,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,60,240,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,80,20,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,80,40,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,80,60,Y,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2017,2017-B,Chris Law & Meagan Pasternak,2017-04-15,2,80,120,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
