quarter,year,ID,collectors,date,day_no,x,y,trap_malfunction,trap_malfunction_reason,animal,recap,tag_id,genus,species,species_together,total_weight,bag_weight,animal_weight,life_stage,reproduction,sex,body_length,tail_length,tuft_length,foot_length,ear_length,ticks_total,ticks_yn,ticks_adult,ticks_larvae,hair,fecal,torn_ear,escaped,tissue,comments
spring,2012,2012-B,Chris & Quin,2012-05-28,1,60,220,NA,NA,Y,Y,0032,Peromyscus,truei,Peromyscus truei,30,NA,NA,NA,NA,M,NA,90,NA,20,17,NA,NA,NA,NA,NA,NA,Y,NA,NA,Y; TAG RIPPED OUT
spring,2012,2012-B,NA,2012-05-30,3,80,260,NA,NA,Y,Y,0032,Peromyscus,truei,Peromyscus truei,30,10,20,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,Justine Smith & Rachel Brown,2012-09-07,2,60,280,NA,NA,Y,Y,0032,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,80,260,NA,NA,Y,Y,0032,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Vaughon & Rachel,2012-11-11,2,80,280,NA,NA,Y,Y,0032,Peromyscus,truei,Peromyscus truei,42,10,32,NA,NA,M,NA,101,NA,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; BI-COLORED TAIL
fall,2010,2010-D,Kathlyn Franco,2010-11-04,1,120,200,NA,NA,Y,N,0033,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,NA,lactating,F,NA,130,NA,26,15,NA,NA,NA,NA,Y,NA,NA,NA,NA,Weight greater than scale (>50g) so put weight at 55g
fall,2010,2010-D,Graham,2010-11-05,2,140,160,NA,NA,Y,Y,0033,NA,NA,NA,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,NA,2011-02-03,1,180,160,NA,NA,Y,Y,0033,Peromyscus,boylii,Peromyscus boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2011,2011-A,"Y Wang, & B Lehman",2011-02-04,1,160,200,NA,NA,Y,Y,0033,Peromyscus,californicus,Peromyscus californicus,55,10,45,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,120,120,NA,NA,Y,Y,0033,Peromyscus,californicus,Peromyscus californicus,85,32,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,80,80,NA,NA,Y,N,0034,Peromyscus,truei,Peromyscus truei,22,NA,NA,NA,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,80,80,NA,NA,Y,N,0034,Peromyscus,truei,Peromyscus truei,22,NA,NA,NA,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Graham,2010-11-05,2,180,40,NA,NA,Y,N,1035,Peromyscus,truei,Peromyscus truei,31,9,22,NA,NA,M,NA,105,NA,24,17,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2010,2010-D,"Tracy, Vicky, Lauren",2010-11-06,3,180,120,NA,NA,Y,Y,1035,Peromyscus,truei,Peromyscus truei,30,9,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,NA,2010-11-07,1,180,120,NA,NA,Y,Y,1035,Peromyscus,boylii,Peromyscus boylii,30,NA,30,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,"Y. Wang, I Caddick, N. Toavney",2011-02-02,2,180,100,NA,NA,Y,NA,1035,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y; TORPOR, TRIED TO WARM LEFT AT 20-80"
summer,2012,2012-C,J. Smith,2012-09-07,2,180,60,NA,NA,Y,N,0035,Peromyscus,californicus,Peromyscus californicus,35,NA,NA,NA,NA,F,NA,115,NA,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,40,NA,NA,Y,N,0035,Peromyscus,truei,Peromyscus truei,14,NA,NA,NA,NA,F,NA,90,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,140,60,NA,NA,Y,N,0036,Peromyscus,truei,Peromyscus truei,27,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,120,60,NA,NA,Y,N,0036,Peromyscus,truei,Peromyscus truei,27,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,40,60,NA,NA,Y,Y,0036,NA,NA,NA,62,32,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; NO TRAP
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,120,60,NA,NA,N,N,0036,Peromyscus,truei,Peromyscus truei,27,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,140,60,NA,NA,Y,N,0036,Peromyscus,truei,Peromyscus truei,27,NA,NA,NA,NA,F,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,160,40,NA,NA,Y,Y,0036,Peromyscus,truei,Peromyscus truei,30,NA,NA,NA,NA,F,NA,90,NA,21,15,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA
spring,2012,2012-B,Chris & Quin,2012-05-29,2,160,60,NA,NA,Y,Y,0036,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Sam,2012-05-30,3,180,40,NA,NA,Y,Y,0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",2012-09-06,1,180,60,NA,NA,Y,Y,0036,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,J. Smith,2012-09-07,2,180,40,NA,NA,Y,Y,0036,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,60,NA,NA,Y,Y,0036,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica R. & Justine,2012-11-10,1,180,40,NA,NA,Y,Y,0036,Peromyscus,truei,Peromyscus truei,33,NA,NA,NA,NA,F,NA,100,NA,25,20,1,Y,NA,NA,NA,NA,NA,NA,NA,Y; TICK ABOVE EYE
fall,2012,2012-D,"Matt, Jessica, Denn",2012-11-11,2,140,40,NA,NA,Y,Y,0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica & Matt,2012-11-12,3,160,40,NA,NA,Y,Y,0036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Y,NA,NA,NA,NA,NA,NA,NA,Y; TICK ABOVE THE EYE
spring,2012,2012-B,Chris & Quin,2012-05-28,1,180,280,NA,NA,Y,N,0037,Peromyscus,truei,Peromyscus truei,25,NA,NA,NA,NA,M,NA,90,NA,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",2012-09-06,1,160,280,NA,NA,Y,Y,0037,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,J. Smith,2012-09-07,2,180,280,NA,NA,Y,Y,0037,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Justine, Rachel, Lee, Merideth, Soren",2012-09-08,3,180,280,NA,NA,Y,Y,0037,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Kathlyn Franco,2010-11-04,1,40,140,NA,NA,Y,N,0039,Peromyscus,truei,Peromyscus truei,34,10,24,NA,NA,M,NA,103,NA,24,18,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2010,2010-D,Grham Reelwan,2010-11-05,2,40,160,NA,NA,Y,Y,0039,Peromyscus,truei,Peromyscus truei,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2011,2011-A,NA,2011-02-03,1,140,140,NA,NA,Y,Y,0039,Peromyscus,boylii,Peromyscus boylii,28,NA,28,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
spring,2012,2012-B,Chris & Sam,2012-05-30,3,180,280,NA,NA,Y,Y,0039,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,2012-03-05,1,180,220,NA,NA,Y,Y,0040,Peromyscus,boylii,Peromyscus boylii,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MISSING DATA SHEET
winter,2012,2012-A,NA,2012-03-08,3,160,220,NA,NA,Y,N,0040,NA,NA,NA,20,NA,NA,NA,NA,M,NA,85,NA,20,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,180,260,NA,NA,Y,Y,0040,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,2012-05-29,2,180,240,NA,NA,Y,Y,0040,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Sam,2012-05-30,3,160,160,NA,NA,Y,Y,0040,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",2012-09-06,1,40,280,NA,NA,Y,Y,0040,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",2012-09-06,1,160,160,NA,NA,Y,Y,0040,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica R. & Justine,2012-11-10,1,180,120,NA,NA,Y,Y,0040,Peromyscus,truei,Peromyscus truei,28,NA,NA,NA,NA,M,NA,95,NA,21,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,Jessica & Matt,2012-11-12,3,160,120,NA,NA,Y,Y,0040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,40,20,NA,NA,Y,N,0041,Peromyscus,truei,Peromyscus truei,21.5,8,13.5,juvenile,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Nick T & Ian,2011-05-05,2,40,20,NA,NA,Y,Y,0041,NA,NA,NA,56,32,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,40,20,NA,NA,Y,N,0041,Peromyscus,truei,Peromyscus truei,21.5,8,13.5,NA,NA,M,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2013,2013-C,Jessica & Courtney,2013-08-09,1,80,260,NA,NA,Y,Y,0041,Peromyscus,truei,Peromyscus truei,33,10,23,NA,NA,F,NA,104,NA,21,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Kathlyn Franco,2010-11-04,1,120,20,NA,NA,Y,N,0042,Peromyscus,truei,Peromyscus truei,24,NA,NA,NA,NA,F,NA,101,NA,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2010,2010-D,Yiwe & Brendon,2010-11-06,3,60,20,NA,NA,Y,N,0043,Peromyscus,truei,Peromyscus truei,29,9,20,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2010,2010-D,NA,2010-11-07,1,60,20,NA,NA,Y,N,0043,Peromyscus,boylii,Peromyscus boylii,29,NA,29,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,100,20,NA,NA,Y,Y,0043,Peromyscus,truei,Peromyscus truei,26,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Leiyhton,2011-05-05,2,100,20,NA,NA,Y,Y,0043,Peromyscus,truei,Peromyscus truei,37,9,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; BLACK <1/2
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,100,20,NA,NA,Y,Y,0043,Peromyscus,truei,Peromyscus truei,26,NA,NA,NA,NA,F,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,120,220,NA,NA,Y,N,0044,Peromyscus,californicus,Peromyscus californicus,19.5,NA,NA,NA,NA,M,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Leiyhton,2011-05-05,2,180,200,NA,NA,Y,Y,0044,Peromyscus,truei,Peromyscus truei,29,9,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,120,220,NA,NA,Y,N,0044,Peromyscus,californicus,Peromyscus californicus,19.5,NA,NA,NA,NA,M,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,2012-03-08,3,160,20,NA,NA,Y,N,0044,NA,NA,NA,25,NA,NA,NA,NA,M,NA,105,NA,20,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-04,3,140,240,NA,NA,Y,N,0045,Peromyscus,truei,Peromyscus truei,25,NA,NA,NA,NA,F,NA,NA,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2011,2011-B,Yiwe & Nick T.,2011-05-06,1,140,240,NA,NA,Y,N,0045,Peromyscus,truei,Peromyscus truei,25,NA,NA,NA,NA,F,NA,NA,NA,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,NA,2012-09-08,3,60,20,NA,NA,Y,Y,0045,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2012,2012-D,"Ian, Vaughon, Chris",2012-11-10,1,40,20,NA,NA,Y,Y,0045,Peromyscus,californicus,Peromyscus californicus,71,30,41,NA,NA,F,NA,105,NA,23,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y; TAIL STUB/ PARTLY MISSING
fall,2010,2010-D,Graham,2010-11-05,2,160,80,NA,NA,Y,N,1046,Peromyscus,truei,Peromyscus truei,38,8,30,NA,NA,M,NA,98,NA,23,17,NA,NA,NA,NA,Y,NA,NA,NA,NA,NA
fall,2013,2013-D,"Rosa, Whitney, Sam",2013-11-16,1,20,20,NA,NA,Y,N,0046,Peromyscus,boylii,Peromyscus boylii,29,NA,29,adult,NA,F,NA,94,NA,23,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"doesn’t look like PeBo, PeCa, or PeMa"
summer,2010,2010-C,NA,2010-08-02,3,60,280,NA,NA,Y,N,1047,Peromyscus,boylii,Peromyscus boylii,30,NA,30,adult,lactating,F,NA,115,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lactating
spring,2012,2012-B,Chris & Quin,2012-05-29,2,180,20,NA,NA,Y,N,0047,Peromyscus,californicus,Peromyscus californicus,47,NA,NA,NA,NA,F,NA,130,NA,26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2009,2009-B,NA,2009-04-29,1,180,20,NA,NA,Y,N,0049,Peromyscus,californicus,NA,NA,NA,44,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,Recapture from March
summer,2009,2009-C,NA,2009-07-29,1,180,40,NA,NA,Y,Y,0049,Peromyscus,californicus,NA,NA,NA,45,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,2009-07-31,3,180,20,NA,NA,Y,Y,0049,Peromyscus,californicus,NA,NA,NA,NA,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,"Yiwei, Kiri, Dana, Yasaman",2009-10-27,1,180,40,NA,NA,Y,Y,0049,Peromyscus,californicus,NA,NA,NA,42,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
winter,2010,2010-A,NA,2010-01-28,1,180,40,NA,NA,Y,Y,0049,Peromyscus,californicus,Peromyscus californicus,51,NA,51,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,2012-03-05,1,140,280,NA,NA,Y,N,0050,Peromyscus,boylii,Peromyscus boylii,20,NA,20,juvenile,NA,F,NA,85,NA,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,young; MISSING DATA SHEET
winter,2012,2012-A,Chris,2012-03-07,2,140,280,NA,NA,Y,Y,0050,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,2012-03-08,3,140,280,NA,NA,Y,Y,0050,Peromyscus,truei,Peromyscus truei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Sam,2012-05-30,3,180,160,NA,NA,Y,Y,0050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Jordan, Paulina, & Annette",2015-05-17,2,20,20,NA,NA,Y,Y,0050,Peromyscus,truei,Peromyscus truei,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2009,2009-B,NA,2009-04-29,1,120,80,NA,NA,Y,N,1051,Peromyscus,californicus,NA,NA,NA,35,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,recapture from March
spring,2009,2009-B,NA,2009-04-30,2,120,80,NA,NA,Y,Y,1051,Peromyscus,californicus,NA,NA,NA,35,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,2009-07-29,1,40,120,NA,NA,Y,Y,1051,Peromyscus,californicus,NA,NA,NA,41,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,2009-07-30,2,120,80,NA,NA,Y,Y,1051,Peromyscus,californicus,NA,NA,NA,42,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
summer,2009,2009-C,NA,2009-07-31,3,20,140,NA,NA,Y,Y,1051,Peromyscus,californicus,NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,"Leighton, Gage, Dana, Kiri",2009-10-27,1,60,100,NA,NA,Y,Y,1051,Peromyscus,californicus,NA,NA,NA,45,adult,NA,M,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,Leighton,2009-10-28,2,60,100,NA,NA,Y,Y,1051,Peromyscus,californicus,NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
fall,2009,2009-D,"Kiri, Yiwei, Gage",2009-10-29,3,40,120,NA,NA,Y,Y,1051,Peromyscus,californicus,NA,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA
winter,2010,2010-A,NA,2010-01-28,1,120,80,NA,NA,Y,Y,1051,Peromyscus,californicus,Peromyscus californicus,43,NA,43,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2010,2010-B,"TL, GR, KA, & LR",2010-04-30,2,60,100,NA,NA,Y,Y,1051,Peromyscus,truei,Peromyscus truei,41.3,NA,NA,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,NA,2010-07-31,1,80,80,NA,NA,Y,Y,1051,Peromyscus,californicus,Peromyscus californicus,45,NA,45,adult,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,NA,2010-08-02,3,20,100,NA,NA,Y,Y,1051,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No ticks
fall,2010,2010-D,"Michale, Leighton, Rachel, Sabrina",2010-11-04,1,20,60,NA,NA,Y,Y,1051,Peromyscus,californicus,Peromyscus californicus,51,NA,NA,NA,NA,M,NA,115,NA,25,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2011,2011-D,Rachel B & Yiwei W.,2011-11-07,1,60,40,NA,NA,Y,N,0051,Peromyscus,californicus,Peromyscus californicus,50,NA,NA,NA,NA,F,NA,125,NA,25,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2011,2011-D,NA,2011-11-09,3,120,100,NA,NA,Y,N,1052,Peromyscus,truei,Peromyscus truei,45,NA,NA,NA,NA,M,NA,123,NA,25,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"J. Smith, C. Newcomb, B. Blessing, J. Scolaso",2012-09-06,1,20,140,NA,NA,Y,Y,1052,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
summer,2012,2012-C,"Rachel, Meredith, Soren",2012-09-08,3,40,120,NA,NA,Y,Y,1052,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Jordan, Paulina, & Annette",2015-05-17,2,20,120,NA,NA,Y,N,0052,Peromyscus,truei,Peromyscus truei,26,NA,NA,NA,NA,F,NA,111,NA,22,21,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
fall,2015,2015-D,"J.S, & N.N",2015-11-10,3,20,140,NA,NA,Y,Y,0052,Peromyscus,truei,Peromyscus truei,40,10,30,adult,lactating,F,NA,110,NA,22,18,0,N,0,0,N,N,NA,NA,NA,NA
fall,2011,2011-D,NA,2011-11-09,3,60,260,NA,NA,Y,N,1053,Peromyscus,californicus,Peromyscus californicus,49,NA,NA,NA,NA,F,NA,130,NA,24,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2012,2012-B,Chris & Quin,2012-05-28,1,180,40,NA,NA,Y,N,1053,Peromyscus,californicus,Peromyscus californicus,30,NA,NA,NA,NA,M,NA,110,NA,23,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
spring,2015,2015-B,"Jordan, Paulina, & Annette",2015-05-17,2,60,100,NA,NA,Y,N,0053,Peromyscus,californicus,Peromyscus californicus,34,NA,NA,NA,NA,F,NA,195,NA,23,22,2,Y,NA,NA,NA,NA,NA,NA,NA,NA
summer,2010,2010-C,NA,2010-07-31,1,140,260,NA,NA,Y,N,1054,Peromyscus,californicus,Peromyscus californicus,42,NA,42,adult,NA,M,NA,130,NA,26,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brown Poop
winter,2011,2011-A,Kathyln Franco,2011-02-04,1,100,280,NA,NA,Y,Y,1054,Peromyscus,californicus,Peromyscus californicus,84,32,52,NA,NA,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
winter,2012,2012-A,NA,2012-03-05,1,80,280,NA,NA,Y,N,0054,Peromyscus,californicus,Peromyscus californicus,35,NA,35,adult,NA,M,NA,110,NA,20,20,NA,NA,NA,NA,NA,NA,Y,NA,NA,"tag previously torn from right ear, MISSING DATA SHEET"
winter,2012,2012-A,NA,2012-03-06,1,80,280,NA,NA,Y,Y,0054,Peromyscus,californicus,Peromyscus californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
